InvoiceDate,Country,daily_revenue,running_total
2011-09-02,France,942.76,112369.41
2011-09-04,France,891.82,113261.23
2011-09-05,France,879.53,114140.76
2011-09-07,France,2889.76,117030.52
2011-09-08,France,1461.49,118492.01
2011-09-09,France,2074.8,120566.81
2011-09-11,France,112.38,120679.19
2011-09-13,France,94.32,120773.51
2011-09-14,France,357.32,121130.83
2011-09-15,France,2656.31,123787.14
2011-09-16,France,-25.5,123761.64
2011-09-19,France,2035.05,125796.69
2011-09-20,France,377.66,126174.35
2011-09-21,France,1083.76,127258.11
2011-09-22,France,1661.7,128919.81
2011-09-23,France,790.54,129710.35
2011-09-25,France,775.99,130486.34
2011-09-26,France,-15.2,130471.14
2011-09-27,France,164.05,130635.19
2011-09-28,France,644.75,131279.94
2011-09-29,France,1395.68,132675.62
2011-09-30,France,1949.9,134625.52
2011-10-03,France,358.4,134983.92
2011-10-04,France,357.3,135341.22
2011-10-05,France,2059.2,137400.42
2011-10-06,France,145.2,137545.62
2011-10-07,France,675.36,138220.98
2011-10-10,France,410.08,138631.06
2011-10-11,France,4242.86,142873.92
2011-10-12,France,1360.29,144234.21
2011-10-13,France,331.72,144565.93
2011-10-14,France,452.76,145018.69
2011-10-17,France,-3.18,145015.51
2011-10-18,France,-2.12,145013.39
2011-10-19,France,2792.96,147806.35
2011-10-20,France,1056.9,148863.25
2011-10-27,France,1103.79,149967.04
2011-10-28,France,8990.46,158957.5
2011-10-30,France,214.74,159172.24
2011-10-31,France,485.32,159657.56
2011-11-01,France,1829.81,161487.37
2011-11-02,France,633.44,162120.81
2011-11-03,France,1567.38,163688.19
2011-11-04,France,399.51,164087.7
2011-11-07,France,288.67,164376.37
2011-11-08,France,1380.27,165756.64
2011-11-09,France,1068.82,166825.46
2011-11-10,France,2128.03,168953.49
2011-11-11,France,2358.91,171312.4
2011-11-13,France,123.08,171435.48
2011-11-14,France,1666.42,173101.9
2011-11-15,France,809.22,173911.12
2011-11-16,France,1575.28,175486.4
2011-11-17,France,3254.12,178740.52
2011-11-18,France,1072.68,179813.2
2011-11-20,France,838.71,180651.91
2011-11-21,France,397.72,181049.63
2011-11-22,France,943.63,181993.26
2011-11-23,France,348.38,182341.64
2011-11-24,France,1982.67,184324.31
2011-11-25,France,1206.31,185530.62
2011-11-28,France,733.27,186263.89
2011-11-29,France,1339.12,187603.01
2011-11-30,France,2752.06,190355.07
2011-12-01,France,931.39,191286.46
2011-12-02,France,1370.36,192656.82
2011-12-04,France,1031.89,193688.71
2011-12-05,France,797.48,194486.19
2011-12-06,France,1403.94,195890.13
2011-12-07,France,1117.62,197007.75
2011-12-08,France,146.7,197154.45
2011-12-09,France,249.45,197403.9
2010-12-01,Germany,139.18,139.18
2010-12-02,Germany,138.35,277.53
2010-12-03,Germany,555.53,833.06
2010-12-05,Germany,2476.69,3309.75
2010-12-06,Germany,162.44,3472.19
2010-12-07,Germany,596.8,4068.99
2010-12-08,Germany,509.95,4578.94
2010-12-09,Germany,891.79,5470.73
2010-12-10,Germany,2360.41,7831.14
2010-12-13,Germany,-12.45,7818.69
2010-12-15,Germany,-52.9,7765.79
2010-12-16,Germany,-11.55,7754.24
2010-12-17,Germany,4672.82,12427.06
2010-12-19,Germany,469.87,12896.93
2010-12-20,Germany,331.31,13228.24
2010-12-23,Germany,1334.6,14562.84
2011-01-05,Germany,-148.54,14414.3
2011-01-06,Germany,-6.6,14407.7
2011-01-07,Germany,3976.13,18383.83
2011-01-10,Germany,660.43,19044.26
2011-01-11,Germany,144.26,19188.52
2011-01-12,Germany,249.4,19437.92
2011-01-13,Germany,753.45,20191.37
2011-01-14,Germany,534.02,20725.39
2011-01-17,Germany,1316.9,22042.29
2011-01-18,Germany,132.52,22174.81
2011-01-19,Germany,63.0,22237.81
2011-01-21,Germany,-62.25,22175.56
2011-01-24,Germany,2364.78,24540.34
2011-01-25,Germany,2372.14,26912.48
2011-01-26,Germany,1175.76,28088.24
2011-01-27,Germany,673.53,28761.77
2011-01-28,Germany,-79.71,28682.06
2011-01-31,Germany,2332.21,31014.27
2011-02-01,Germany,264.65,31278.92
2011-02-02,Germany,50.1,31329.02
2011-02-03,Germany,1642.54,32971.56
2011-02-04,Germany,-71.9,32899.66
2011-02-07,Germany,-94.93,32804.73
2011-02-08,Germany,-125.93,32678.8
2011-02-09,Germany,168.9,32847.7
2011-02-10,Germany,351.95,33199.65
2011-02-11,Germany,2231.15,35430.8
2011-02-14,Germany,769.74,36200.54
2011-02-17,Germany,540.58,36741.12
2011-02-18,Germany,152.4,36893.52
2011-02-21,Germany,1401.29,38294.81
2011-02-23,Germany,388.3,38683.11
2011-02-25,Germany,1300.4,39983.51
2011-03-01,Germany,762.5,40746.01
2011-03-03,Germany,725.28,41471.29
2011-03-07,Germany,817.56,42288.85
2011-03-08,Germany,884.63,43173.48
2011-03-11,Germany,973.17,44146.65
2011-03-14,Germany,-44.85,44101.8
2011-03-16,Germany,300.7,44402.5
2011-03-17,Germany,1311.45,45713.95
2011-03-18,Germany,2390.93,48104.88
2011-03-20,Germany,363.93,48468.81
2011-03-22,Germany,1319.98,49788.79
2011-03-24,Germany,-45.15,49743.64
2011-03-25,Germany,2645.14,52388.78
2011-03-27,Germany,-3.75,52385.03
2011-03-28,Germany,1087.47,53472.5
2011-03-30,Germany,364.05,53836.55
2011-03-31,Germany,316.98,54153.53
2011-04-01,Germany,348.68,54502.21
2011-04-04,Germany,674.29,55176.5
2011-04-05,Germany,-56.35,55120.15
2011-04-06,Germany,-5.46,55114.69
2011-04-07,Germany,415.7,55530.39
2011-04-08,Germany,1666.6,57196.99
2011-04-11,Germany,630.32,57827.31
2011-04-14,Germany,3439.06,61266.37
2011-04-18,Germany,0.0,61266.37
2011-04-19,Germany,2590.9,63857.27
2011-04-20,Germany,417.6,64274.87
2011-04-21,Germany,382.6,64657.47
2011-04-26,Germany,-37.25,64620.22
2011-04-27,Germany,1209.8,65830.02
2011-04-28,Germany,286.88,66116.9
2011-05-01,Germany,1094.33,67211.23
2011-05-03,Germany,-13.1,67198.13
2011-05-04,Germany,822.74,68020.87
2011-05-05,Germany,440.38,68461.25
2011-05-06,Germany,240.98,68702.23
2011-05-09,Germany,624.48,69326.71
2011-05-10,Germany,797.05,70123.76
2011-05-11,Germany,369.05,70492.81
2011-05-12,Germany,12165.25,82658.06
2011-05-13,Germany,881.2,83539.26
2011-05-17,Germany,742.28,84281.54
2011-05-19,Germany,2059.22,86340.76
2011-05-20,Germany,-29.9,86310.86
2011-05-22,Germany,1703.81,88014.67
2011-05-23,Germany,985.88,89000.55
2011-05-24,Germany,293.25,89293.8
2011-05-26,Germany,1027.53,90321.33
2011-05-27,Germany,716.73,91038.06
2011-05-29,Germany,582.73,91620.79
2011-05-31,Germany,67.46,91688.25
2011-06-01,Germany,613.79,92302.04
2011-06-02,Germany,1970.88,94272.92
2011-06-03,Germany,68.1,94341.02
2011-06-05,Germany,1002.63,95343.65
2011-06-06,Germany,489.45,95833.1
2011-06-07,Germany,-40.46,95792.64
2011-06-09,Germany,475.14,96267.78
2011-06-10,Germany,627.4,96895.18
2011-06-12,Germany,583.2,97478.38
2011-06-13,Germany,2557.64,100036.02
2011-06-16,Germany,679.15,100715.17
2011-06-20,Germany,1920.4,102635.57
2011-06-21,Germany,427.76,103063.33
2011-06-23,Germany,276.93,103340.26
2011-06-24,Germany,185.64,103525.9
2011-06-26,Germany,44.25,103570.15
2011-06-30,Germany,1199.12,104769.27
2011-07-01,Germany,37.27,104806.54
2011-07-04,Germany,1028.42,105834.96
2011-07-07,Germany,1183.29,107018.25
2011-07-08,Germany,1001.69,108019.94
2011-07-12,Germany,558.96,108578.9
2011-07-13,Germany,281.71,108860.61
2011-07-14,Germany,1550.83,110411.44
2011-07-15,Germany,1337.11,111748.55
2011-07-17,Germany,345.23,112093.78
2011-07-19,Germany,2438.5,114532.28
2011-07-20,Germany,947.97,115480.25
2011-07-21,Germany,1905.63,117385.88
2011-07-22,Germany,768.02,118153.9
2011-07-24,Germany,612.1,118766.0
2011-07-25,Germany,1131.18,119897.18
2011-07-26,Germany,-147.9,119749.28
2011-07-27,Germany,440.7,120189.98
2011-07-28,Germany,385.14,120575.12
2011-07-29,Germany,-84.19,120490.93
2011-08-01,Germany,1089.18,121580.11
2011-08-02,Germany,1135.27,122715.38
2011-08-03,Germany,221.04,122936.42
2011-08-04,Germany,1249.93,124186.35
2011-08-05,Germany,1066.1,125252.45
2011-08-07,Germany,107.4,125359.85
2011-08-08,Germany,416.65,125776.5
2011-08-09,Germany,102.98,125879.48
2011-08-11,Germany,-9.95,125869.53
2011-08-12,Germany,-36.05,125833.48
2011-08-15,Germany,378.12,126211.6
2011-08-16,Germany,115.3,126326.9
2011-08-17,Germany,748.06,127074.96
2011-08-19,Germany,877.63,127952.59
2011-08-21,Germany,324.83,128277.42
2011-08-22,Germany,2269.37,130546.79
2011-08-23,Germany,443.17,130989.96
2011-08-24,Germany,1691.43,132681.39
2011-08-25,Germany,620.15,133301.54
2011-08-26,Germany,405.13,133706.67
2011-08-30,Germany,403.83,134110.5
2011-08-31,Germany,5404.08,139514.58
2011-09-01,Germany,-37.7,139476.88
2011-09-02,Germany,378.86,139855.74
2011-09-04,Germany,2390.71,142246.45
2011-09-05,Germany,-19.03,142227.42
2011-09-06,Germany,1002.44,143229.86
2011-09-08,Germany,1235.38,144465.24
2011-09-09,Germany,-149.03,144316.21
2011-09-11,Germany,1653.89,145970.1
2011-09-13,Germany,199.8,146169.9
2011-09-14,Germany,351.65,146521.55
2011-09-16,Germany,1231.97,147753.52
2011-09-19,Germany,2170.84,149924.36
2011-09-20,Germany,128.28,150052.64
2011-09-21,Germany,1049.04,151101.68
2011-09-22,Germany,708.23,151809.91
2011-09-23,Germany,2569.5,154379.41
2011-09-26,Germany,704.04,155083.45
2011-09-27,Germany,402.45,155485.9
2011-09-28,Germany,359.92,155845.82
2011-09-29,Germany,1107.13,156952.95
2011-09-30,Germany,281.94,157234.89
2011-10-04,Germany,-7.05,157227.84
2011-10-05,Germany,4178.92,161406.76
2011-10-06,Germany,3915.78,165322.54
2011-10-07,Germany,2866.85,168189.39
2011-10-10,Germany,272.98,168462.37
2011-10-11,Germany,962.99,169425.36
2011-10-12,Germany,1231.46,170656.82
2011-10-13,Germany,2047.14,172703.96
2011-10-14,Germany,1925.28,174629.24
2011-10-17,Germany,3512.87,178142.11
2011-10-18,Germany,1315.27,179457.38
2011-10-19,Germany,2588.86,182046.24
2011-10-20,Germany,1118.05,183164.29
2011-10-21,Germany,1347.05,184511.34
2011-10-23,Germany,-15.7,184495.64
2011-10-24,Germany,-38.45,184457.19
2011-10-25,Germany,1097.16,185554.35
2011-10-26,Germany,119.74,185674.09
2011-10-27,Germany,309.21,185983.3
2011-10-28,Germany,1080.33,187063.63
2011-10-31,Germany,785.53,187849.16
2011-11-02,Germany,120.23,187969.39
2011-11-03,Germany,817.97,188787.36
2011-11-04,Germany,-21.65,188765.71
2011-11-06,Germany,1184.05,189949.76
2011-11-07,Germany,548.85,190498.61
2011-11-08,Germany,-237.26,190261.35
2011-11-09,Germany,447.75,190709.1
2011-11-10,Germany,294.74,191003.84
2011-11-11,Germany,2990.87,193994.71
2011-11-14,Germany,550.11,194544.82
2011-11-15,Germany,893.41,195438.23
2011-11-16,Germany,3594.12,199032.35
2011-11-17,Germany,3684.91,202717.26
2011-11-18,Germany,1102.72,203819.98
2011-11-20,Germany,219.0,204038.98
2011-11-21,Germany,366.45,204405.43
2011-11-22,Germany,1018.77,205424.2
2011-11-23,Germany,712.01,206136.21
2011-11-24,Germany,4244.42,210380.63
2011-11-25,Germany,125.22,210505.85
2011-11-28,Germany,1349.4,211855.25
2011-11-29,Germany,1358.86,213214.11
2011-11-30,Germany,679.4,213893.51
2011-12-01,Germany,695.87,214589.38
2011-12-02,Germany,37.83,214627.21
2011-12-04,Germany,1179.87,215807.08
2011-12-05,Germany,269.35,216076.43
2011-12-06,Germany,-36.65,216039.78
2011-12-07,Germany,2879.26,218919.04
2011-12-08,Germany,1089.45,220008.49
2011-12-09,Germany,1689.72,221698.21
2011-01-24,Greece,2661.24,2661.24
2011-03-04,Greece,387.31,3048.55
2011-04-08,Greece,609.74,3658.29
2011-07-11,Greece,371.24,4029.53
2011-12-06,Greece,680.99,4710.52
2011-01-24,Hong Kong,2439.76,2439.76
2011-03-15,Hong Kong,0.0,2439.76
2011-04-12,Hong Kong,1539.64,3979.4
2011-05-13,Hong Kong,1966.16,5945.56
2011-06-22,Hong Kong,633.96,6579.52
2011-08-23,Hong Kong,2813.95,9393.47
2011-09-19,Hong Kong,0.0,9393.47
2011-10-04,Hong Kong,-10.95,9382.52
2011-10-18,Hong Kong,423.42,9805.94
2011-10-28,Hong Kong,311.1,10117.04
2011-11-14,Hong Kong,0.0,10117.04
2010-12-07,Iceland,711.79,711.79
2011-01-26,Iceland,475.39,1187.18
2011-04-07,Iceland,636.25,1823.43
2011-06-09,Iceland,382.52,2205.95
2011-08-02,Iceland,584.91,2790.86
2011-10-31,Iceland,1294.32,4085.18
2011-12-07,Iceland,224.82,4310.0
2010-12-15,Israel,-227.44,-227.44
2011-01-10,Israel,379.84,152.4
2011-02-16,Israel,779.1,931.5
2011-04-01,Israel,110.0,1041.5
2011-07-14,Israel,1430.75,2472.25
2011-08-18,Israel,4873.81,7346.06
2011-09-09,Israel,423.73,7769.79
2011-10-04,Israel,138.03,7907.82
2010-12-03,Italy,427.8,427.8
2010-12-06,Italy,-17.0,410.8
2010-12-21,Italy,383.7,794.5
2011-01-05,Italy,-7.65,786.85
2011-01-13,Italy,1608.66,2395.51
2011-01-21,Italy,341.0,2736.51
2011-01-26,Italy,452.85,3189.36
2011-01-27,Italy,-33.5,3155.86
2011-02-11,Italy,-4.5,3151.36
2011-02-18,Italy,256.0,3407.36
2011-03-04,Italy,463.63,3870.99
2011-03-14,Italy,-9.9,3861.09
2011-03-17,Italy,1017.68,4878.77
2011-03-28,Italy,307.5,5186.27
2011-04-07,Italy,482.79,5669.06
2011-04-19,Italy,255.04,5924.1
2011-05-31,Italy,587.45,6511.55
2011-06-07,Italy,159.11,6670.66
2011-06-09,Italy,42.96,6713.62
2011-06-29,Italy,-39.8,6673.82
2011-07-26,Italy,147.1,6820.92
2011-08-04,Italy,-31.85,6789.07
2011-08-05,Italy,946.75,7735.82
2011-08-10,Italy,721.95,8457.77
2011-08-11,Italy,-11.55,8446.22
2011-08-25,Italy,309.5,8755.72
2011-09-20,Italy,279.8,9035.52
2011-10-06,Italy,-48.35,8987.17
2011-10-13,Italy,318.06,9305.23
2011-10-18,Italy,1193.32,10498.55
2011-10-24,Italy,722.4,11220.95
2011-10-25,Italy,435.09,11656.04
2011-10-26,Italy,-30.55,11625.49
2011-10-27,Italy,160.0,11785.49
2011-10-30,Italy,343.0,12128.49
2011-10-31,Italy,317.82,12446.31
2011-11-01,Italy,120.0,12566.31
2011-11-02,Italy,85.92,12652.23
2011-11-14,Italy,-103.2,12549.03
2011-11-17,Italy,248.2,12797.23
2011-11-18,Italy,1363.16,14160.39
2011-11-21,Italy,1757.55,15917.94
2011-11-22,Italy,611.19,16529.13
2011-11-23,Italy,358.73,16887.86
2011-11-30,Italy,-197.8,16690.06
2011-12-06,Italy,200.45,16890.51
2010-12-05,Japan,320.08,320.08
2010-12-09,Japan,3794.4,4114.48
2010-12-12,Japan,3590.59,7705.07
2011-01-06,Japan,-109.8,7595.27
2011-02-04,Japan,45.57,7640.84
2011-02-09,Japan,5735.24,13376.08
2011-03-02,Japan,-28.09,13347.99
2011-03-04,Japan,17.55,13365.54
2011-03-07,Japan,-63.12,13302.42
2011-04-04,Japan,-1591.2,11711.22
2011-04-05,Japan,3599.38,15310.6
2011-04-18,Japan,2949.12,18259.72
2011-04-26,Japan,-85.47,18174.25
2011-05-13,Japan,1351.45,19525.7
2011-06-22,Japan,1607.04,21132.74
2011-07-24,Japan,174.0,21306.74
2011-07-27,Japan,3680.4,24987.14
2011-08-23,Japan,-49.79,24937.35
2011-09-14,Japan,112.08,25049.43
2011-10-26,Japan,1948.04,26997.47
2011-11-17,Japan,4808.48,31805.95
2011-11-29,Japan,3651.6,35457.55
2011-12-06,Japan,-116.93,35340.62
2011-01-27,Lebanon,1693.88,1693.88
2010-12-05,Lithuania,1598.06,1598.06
2010-12-08,Lithuania,63.0,1661.06
2011-06-08,Malta,833.16,833.16
2011-06-16,Malta,-12.75,820.41
2011-06-22,Malta,30.0,850.41
2011-08-15,Malta,905.5,1755.91
2011-08-22,Malta,213.5,1969.41
2011-08-30,Malta,-15.75,1953.66
2011-11-17,Malta,613.43,2567.09
2011-11-23,Malta,-30.81,2536.28
2011-12-01,Malta,-30.81,2505.47
2010-12-01,Netherlands,192.6,192.6
2010-12-20,Netherlands,70.96,263.56
2010-12-21,Netherlands,8520.92,8784.48
2011-01-14,Netherlands,10389.06,19173.54
2011-01-19,Netherlands,7722.04,26895.58
2011-01-20,Netherlands,305.28,27200.86
2011-01-21,Netherlands,8060.3,35261.16
2011-01-31,Netherlands,134.48,35395.64
2011-02-01,Netherlands,214.45,35610.09
2011-02-03,Netherlands,-34.8,35575.29
2011-02-08,Netherlands,1261.28,36836.57
2011-02-21,Netherlands,18279.48,55116.05
2011-02-22,Netherlands,3211.7,58327.75
2011-03-09,Netherlands,444.8,58772.55
2011-03-14,Netherlands,117.93,58890.48
2011-03-22,Netherlands,235.71,59126.19
2011-03-25,Netherlands,1563.51,60689.7
2011-03-29,Netherlands,18247.5,78937.2
2011-03-30,Netherlands,1807.04,80744.24
2011-04-05,Netherlands,2284.2,83028.44
2011-04-28,Netherlands,692.36,83720.8
2011-05-11,Netherlands,824.4,84545.2
2011-05-12,Netherlands,16478.46,101023.66
2011-05-18,Netherlands,732.4,101756.06
2011-05-20,Netherlands,294.72,102050.78
2011-05-25,Netherlands,1392.0,103442.78
2011-05-26,Netherlands,8980.88,112423.66
2011-05-31,Netherlands,483.02,112906.68
2011-06-01,Netherlands,5422.8,118329.48
2011-06-03,Netherlands,419.8,118749.28
2011-06-06,Netherlands,427.58,119176.86
2011-06-09,Netherlands,69.0,119245.86
2011-06-19,Netherlands,5683.06,124928.92
2011-06-20,Netherlands,154.67,125083.59
2011-06-21,Netherlands,637.72,125721.31
2011-06-28,Netherlands,14028.46,139749.77
2011-07-20,Netherlands,26.02,139775.79
2011-08-09,Netherlands,12498.71,152274.5
2011-08-11,Netherlands,19150.66,171425.16
2011-08-12,Netherlands,825.6,172250.76
2011-08-18,Netherlands,-206.4,172044.36
2011-08-23,Netherlands,424.8,172469.16
2011-08-26,Netherlands,7428.04,179897.2
2011-08-31,Netherlands,-465.6,179431.6
2011-09-08,Netherlands,1946.68,181378.28
2011-09-09,Netherlands,186.56,181564.84
2011-09-13,Netherlands,8281.12,189845.96
2011-09-19,Netherlands,15618.28,205464.24
2011-09-22,Netherlands,904.62,206368.86
2011-10-05,Netherlands,91.85,206460.71
2011-10-06,Netherlands,841.55,207302.26
2011-10-07,Netherlands,171.93,207474.19
2011-10-18,Netherlands,448.92,207923.11
2011-10-20,Netherlands,25833.56,233756.67
2011-10-21,Netherlands,3325.62,237082.29
2011-10-27,Netherlands,9995.22,247077.51
2011-11-02,Netherlands,4486.91,251564.42
2011-11-10,Netherlands,9823.12,261387.54
2011-11-16,Netherlands,232.5,261620.04
2011-11-18,Netherlands,166.0,261786.04
2011-11-20,Netherlands,140.24,261926.28
2011-11-22,Netherlands,809.6,262735.88
2011-11-23,Netherlands,10078.64,272814.52
2011-11-30,Netherlands,119.0,272933.52
2011-12-07,Netherlands,11477.42,284410.94
2011-12-08,Netherlands,250.6,284661.54
2010-12-01,Norway,1919.14,1919.14
2010-12-08,Norway,1867.98,3787.12
2011-02-02,Norway,334.4,4121.52
2011-02-16,Norway,296.5,4418.02
2011-03-01,Norway,144.35,4562.37
2011-03-17,Norway,120.33,4682.7
2011-03-22,Norway,40.0,4722.7
2011-06-20,Norway,3316.66,8039.36
2011-06-21,Norway,1870.2,9909.56
2011-06-22,Norway,700.0,10609.56
2011-07-22,Norway,890.07,11499.63
2011-08-10,Norway,757.07,12256.7
2011-08-12,Norway,1268.74,13525.44
2011-08-31,Norway,-41.35,13484.09
2011-09-01,Norway,509.01,13993.1
2011-09-09,Norway,2608.11,16601.21
2011-09-15,Norway,562.54,17163.75
2011-09-19,Norway,4366.78,21530.53
2011-09-20,Norway,366.25,21896.78
2011-09-28,Norway,266.25,22163.03
2011-10-11,Norway,6.0,22169.03
2011-10-12,Norway,883.51,23052.54
2011-10-27,Norway,1755.06,24807.6
2011-10-28,Norway,1042.66,25850.26
2011-11-03,Norway,311.73,26161.99
2011-11-06,Norway,419.06,26581.05
2011-11-18,Norway,936.64,27517.69
2011-11-25,Norway,2016.78,29534.47
2011-11-30,Norway,2843.29,32377.76
2011-12-05,Norway,147.01,32524.77
2011-12-09,Norway,2638.69,35163.46
2010-12-03,Poland,248.16,248.16
2011-01-17,Poland,613.22,861.38
2011-02-04,Poland,337.2,1198.58
2011-02-08,Poland,266.85,1465.43
2011-03-15,Poland,317.78,1783.21
2011-03-21,Poland,-14.39,1768.82
2011-04-05,Poland,705.84,2474.66
2011-05-05,Poland,154.8,2629.46
2011-05-25,Poland,1367.57,3997.03
2011-06-01,Poland,-53.91,3943.12
2011-06-03,Poland,0.0,3943.12
2011-06-16,Poland,318.65,4261.77
2011-07-13,Poland,239.2,4500.97
2011-07-15,Poland,448.1,4949.07
2011-07-25,Poland,-8.85,4940.22
2011-08-03,Poland,275.88,5216.1
2011-08-30,Poland,125.92,5342.02
2011-09-05,Poland,529.25,5871.27
2011-11-02,Poland,981.95,6853.22
2011-11-04,Poland,379.28,7232.5
2011-11-18,Poland,-19.36,7213.14
2010-12-03,Portugal,131.8,131.8
2010-12-06,Portugal,129.4,261.2
2010-12-08,Portugal,1149.29,1410.49
2010-12-09,Portugal,254.03,1664.52
2010-12-10,Portugal,311.95,1976.47
2010-12-14,Portugal,-59.85,1916.62
2010-12-17,Portugal,463.5,2380.12
2011-01-05,Portugal,-57.6,2322.52
2011-01-09,Portugal,1100.16,3422.68
2011-01-18,Portugal,2271.62,5694.3
2011-01-26,Portugal,683.93,6378.23
2011-02-21,Portugal,973.65,7351.88
2011-02-28,Portugal,240.25,7592.13
2011-03-08,Portugal,1570.19,9162.32
2011-03-23,Portugal,247.6,9409.92
2011-03-24,Portugal,27.0,9436.92
2011-03-28,Portugal,400.54,9837.46
2011-03-31,Portugal,415.52,10252.98
2011-04-08,Portugal,481.46,10734.44
2011-04-13,Portugal,1206.29,11940.73
2011-05-12,Portugal,602.83,12543.56
2011-05-23,Portugal,-15.0,12528.56
2011-06-07,Portugal,243.2,12771.76
2011-06-08,Portugal,151.95,12923.71
2011-06-15,Portugal,489.31,13413.02
2011-06-24,Portugal,-4.95,13408.07
2011-07-13,Portugal,1452.2,14860.27
2011-07-20,Portugal,835.65,15695.92
2011-08-03,Portugal,-15.0,15680.92
2011-08-15,Portugal,1221.4,16902.32
2011-09-02,Portugal,317.0,17219.32
2011-09-22,Portugal,777.2,17996.52
2011-09-25,Portugal,339.02,18335.54
2011-10-06,Portugal,1730.77,20066.31
2011-10-11,Portugal,892.47,20958.78
2011-10-13,Portugal,1319.01,22277.79
2011-10-14,Portugal,642.01,22919.8
2011-10-17,Portugal,543.41,23463.21
2011-10-19,Portugal,149.75,23612.96
2011-10-25,Portugal,307.21,23920.17
2011-11-03,Portugal,202.3,24122.47
2011-11-07,Portugal,222.26,24344.73
2011-11-11,Portugal,305.3,24650.03
2011-11-14,Portugal,511.09,25161.12
2011-11-17,Portugal,58.35,25219.47
2011-11-21,Portugal,430.48,25649.95
2011-11-24,Portugal,859.12,26509.07
2011-11-30,Portugal,56.0,26565.07
2011-12-02,Portugal,1436.93,28002.0
2011-12-05,Portugal,252.25,28254.25
2011-12-06,Portugal,718.43,28972.68
2011-12-07,Portugal,394.34,29367.02
2011-10-13,RSA,1002.31,1002.31
2011-02-24,Saudi Arabia,145.92,145.92
2011-03-03,Saudi Arabia,-14.75,131.17
2011-01-25,Singapore,2053.07,2053.07
2011-04-04,Singapore,0.0,2053.07
2011-04-05,Singapore,2118.74,4171.81
2011-07-18,Singapore,3949.32,8121.13
2011-10-14,Singapore,999.26,9120.39
2011-10-19,Singapore,0.0,9120.39
2010-12-03,Spain,620.0,620.0
2010-12-09,Spain,174.72,794.72
2010-12-13,Spain,881.01,1675.73
