InvoiceDate,Country,daily_revenue,running_total
2010-12-17,Spain,168.0,1843.73
2011-01-06,Spain,-1126.0,717.73
2011-01-07,Spain,1138.67,1856.4
2011-01-10,Spain,1715.85,3572.25
2011-01-11,Spain,4564.3,8136.55
2011-01-18,Spain,681.05,8817.6
2011-01-19,Spain,112.92,8930.52
2011-01-20,Spain,-65.7,8864.82
2011-01-24,Spain,157.45,9022.27
2011-01-27,Spain,1.20792265079217e-13,9022.27
2011-02-01,Spain,288.98,9311.25
2011-02-03,Spain,617.25,9928.5
2011-02-09,Spain,762.11,10690.61
2011-02-14,Spain,446.16,11136.77
2011-02-18,Spain,-20.8,11115.97
2011-03-04,Spain,471.8,11587.77
2011-03-07,Spain,-36.5,11551.27
2011-03-16,Spain,1218.95,12770.22
2011-03-22,Spain,1085.99,13856.21
2011-03-24,Spain,1140.76,14996.97
2011-03-25,Spain,628.15,15625.12
2011-03-28,Spain,817.5,16442.62
2011-04-11,Spain,269.95,16712.57
2011-04-21,Spain,1079.4,17791.97
2011-04-28,Spain,436.3,18228.27
2011-05-04,Spain,1380.11,19608.38
2011-05-06,Spain,522.6,20130.98
2011-05-26,Spain,48.4,20179.38
2011-05-31,Spain,1306.49,21485.87
2011-06-03,Spain,264.4,21750.27
2011-06-06,Spain,357.99,22108.26
2011-06-09,Spain,912.66,23020.92
2011-06-16,Spain,1137.99,24158.91
2011-06-19,Spain,564.2,24723.11
2011-06-26,Spain,95.2,24818.31
2011-07-04,Spain,4146.34,28964.65
2011-07-06,Spain,230.5,29195.15
2011-07-07,Spain,416.62,29611.77
2011-07-11,Spain,312.9,29924.67
2011-07-20,Spain,301.52,30226.19
2011-07-25,Spain,1358.39,31584.58
2011-07-28,Spain,811.9,32396.48
2011-08-04,Spain,867.43,33263.91
2011-08-16,Spain,200.24,33464.15
2011-08-17,Spain,231.76,33695.91
2011-08-21,Spain,-3.25,33692.66
2011-08-24,Spain,509.34,34202.0
2011-08-28,Spain,1246.49,35448.49
2011-08-31,Spain,278.4,35726.89
2011-09-05,Spain,1092.35,36819.24
2011-09-08,Spain,459.99,37279.23
2011-09-19,Spain,971.65,38250.88
2011-09-20,Spain,-25.5,38225.38
2011-09-21,Spain,964.83,39190.21
2011-09-23,Spain,1037.68,40227.89
2011-09-25,Spain,372.24,40600.13
2011-09-27,Spain,290.5,40890.63
2011-10-03,Spain,-9.95,40880.68
2011-10-04,Spain,-20.0,40860.68
2011-10-07,Spain,422.8,41283.48
2011-10-14,Spain,3528.34,44811.82
2011-10-17,Spain,-3528.34,41283.48
2011-10-18,Spain,1019.47,42302.95
2011-10-19,Spain,348.32,42651.27
2011-10-20,Spain,290.81,42942.08
2011-10-24,Spain,401.3,43343.38
2011-10-26,Spain,449.45,43792.83
2011-10-30,Spain,2176.45,45969.28
2011-11-03,Spain,372.7,46341.98
2011-11-04,Spain,738.57,47080.55
2011-11-07,Spain,11.91,47092.46
2011-11-08,Spain,573.71,47666.17
2011-11-10,Spain,791.99,48458.16
2011-11-17,Spain,1184.06,49642.22
2011-11-20,Spain,1094.23,50736.45
2011-11-21,Spain,427.48,51163.93
2011-11-23,Spain,2990.0,54153.93
2011-11-24,Spain,178.48,54332.41
2011-11-29,Spain,170.74,54503.15
2011-12-06,Spain,172.06,54675.21
2011-12-07,Spain,99.37,54774.58
2010-12-14,Sweden,0.0,0.0
2010-12-17,Sweden,2646.3,2646.3
2011-01-04,Sweden,507.56,3153.86
2011-01-28,Sweden,2938.76,6092.62
2011-02-01,Sweden,509.5,6602.12
2011-03-10,Sweden,-57.6,6544.52
2011-03-14,Sweden,4400.28,10944.8
2011-03-24,Sweden,197.9,11142.7
2011-04-15,Sweden,486.1,11628.8
2011-04-27,Sweden,323.0,11951.8
2011-05-03,Sweden,-8.5,11943.3
2011-05-04,Sweden,-8.5,11934.8
2011-05-11,Sweden,8.5,11943.3
2011-05-12,Sweden,2557.88,14501.18
2011-05-18,Sweden,115.6,14616.78
2011-06-02,Sweden,121.55,14738.33
2011-06-09,Sweden,319.95,15058.28
2011-06-23,Sweden,390.5,15448.78
2011-07-06,Sweden,2825.1,18273.88
2011-07-31,Sweden,3976.99,22250.87
2011-08-04,Sweden,612.0,22862.87
2011-08-08,Sweden,249.1,23111.97
2011-08-16,Sweden,185.9,23297.87
2011-08-17,Sweden,-9.9,23287.97
2011-08-25,Sweden,353.86,23641.83
2011-09-02,Sweden,309.45,23951.28
2011-09-13,Sweden,4114.08,28065.36
2011-09-30,Sweden,151.68,28217.04
2011-10-14,Sweden,15.0,28232.04
2011-10-17,Sweden,5296.96,33529.0
2011-10-30,Sweden,454.2,33983.2
2011-11-06,Sweden,671.69,34654.89
2011-11-08,Sweden,-20.85,34634.04
2011-11-11,Sweden,223.68,34857.72
2011-11-14,Sweden,1238.48,36096.2
2011-11-15,Sweden,181.66,36277.86
2011-11-18,Sweden,-8.67,36269.19
2011-11-22,Sweden,326.72,36595.91
2011-12-05,Sweden,0.0,36595.91
2010-12-03,Switzerland,303.4,303.4
2010-12-20,Switzerland,1001.52,1304.92
2011-01-19,Switzerland,3604.63,4909.55
2011-01-28,Switzerland,626.6,5536.15
2011-02-04,Switzerland,693.33,6229.48
2011-02-11,Switzerland,-12.25,6217.23
2011-02-24,Switzerland,1340.32,7557.55
2011-02-25,Switzerland,179.35,7736.9
2011-02-28,Switzerland,441.92,8178.82
2011-03-09,Switzerland,439.28,8618.1
2011-03-25,Switzerland,490.78,9108.88
2011-03-30,Switzerland,940.17,10049.05
2011-04-11,Switzerland,-29.85,10019.2
2011-04-14,Switzerland,669.25,10688.45
2011-04-15,Switzerland,219.0,10907.45
2011-04-20,Switzerland,-45.9,10861.55
2011-04-21,Switzerland,1009.69,11871.24
2011-05-03,Switzerland,-42.8,11828.44
2011-05-05,Switzerland,2388.31,14216.75
2011-05-09,Switzerland,315.3,14532.05
2011-05-31,Switzerland,906.4,15438.45
2011-06-08,Switzerland,612.68,16051.13
2011-06-10,Switzerland,6207.08,22258.21
2011-06-13,Switzerland,-21.95,22236.26
2011-06-24,Switzerland,417.36,22653.62
2011-06-26,Switzerland,667.03,23320.65
2011-07-01,Switzerland,360.8,23681.45
2011-07-08,Switzerland,626.88,24308.33
2011-07-15,Switzerland,-102.0,24206.33
2011-07-17,Switzerland,235.96,24442.29
2011-07-25,Switzerland,736.0,25178.29
2011-07-26,Switzerland,593.74,25772.03
2011-07-31,Switzerland,1325.23,27097.26
2011-08-02,Switzerland,3969.62,31066.88
2011-08-03,Switzerland,-16.6,31050.28
2011-08-10,Switzerland,292.69,31342.97
2011-08-14,Switzerland,-4.95,31338.02
2011-08-19,Switzerland,668.58,32006.6
2011-08-23,Switzerland,-27.15,31979.45
2011-09-06,Switzerland,200.0,32179.45
2011-09-14,Switzerland,743.28,32922.73
2011-09-15,Switzerland,160.0,33082.73
2011-09-21,Switzerland,-24.95,33057.78
2011-09-22,Switzerland,4860.64,37918.42
2011-09-28,Switzerland,1810.51,39728.93
2011-09-29,Switzerland,505.48,40234.41
2011-10-03,Switzerland,-16.75,40217.66
2011-10-05,Switzerland,2539.56,42757.22
2011-10-11,Switzerland,1527.96,44285.18
2011-10-12,Switzerland,661.92,44947.1
2011-10-25,Switzerland,1635.66,46582.76
2011-10-26,Switzerland,1275.64,47858.4
2011-10-28,Switzerland,409.99,48268.39
2011-11-06,Switzerland,6207.67,54476.06
2011-11-11,Switzerland,292.58,54768.64
2011-11-18,Switzerland,925.64,55694.28
2011-11-23,Switzerland,428.57,56122.85
2011-11-29,Switzerland,262.5,56385.35
2011-04-19,USA,383.95,383.95
2011-10-10,USA,1579.51,1963.46
2011-10-12,USA,-1579.51,383.95
2011-10-21,USA,731.69,1115.64
2011-12-02,USA,269.96,1385.6
2011-12-05,USA,615.28,2000.88
2011-12-08,USA,-269.96,1730.92
2011-02-14,United Arab Emirates,889.24,889.24
2011-09-01,United Arab Emirates,975.54,1864.78
2011-09-22,United Arab Emirates,37.5,1902.28
2010-12-01,United Kingdom,54615.15,54615.15
2010-12-02,United Kingdom,46053.93,100669.08
2010-12-03,United Kingdom,39985.44,140654.52
2010-12-05,United Kingdom,25462.2,166116.72
2010-12-06,United Kingdom,52402.84,218519.56
2010-12-07,United Kingdom,42301.48,260821.04
2010-12-08,United Kingdom,40167.17,300988.21
2010-12-09,United Kingdom,42994.03,343982.24
2010-12-10,United Kingdom,52504.6,396486.84
2010-12-12,United Kingdom,13650.33,410137.17
2010-12-13,United Kingdom,34510.78,444647.95
2010-12-14,United Kingdom,41340.07,485988.02
2010-12-15,United Kingdom,29548.3,515536.32
2010-12-16,United Kingdom,46975.39,562511.71
2010-12-17,United Kingdom,32491.11,595002.82
2010-12-19,United Kingdom,6636.34,601639.16
2010-12-20,United Kingdom,22521.34,624160.5
2010-12-21,United Kingdom,36971.81,661132.31
2010-12-22,United Kingdom,5423.45,666555.76
2010-12-23,United Kingdom,10186.86,676742.62
2011-01-04,United Kingdom,14442.92,691185.54
2011-01-05,United Kingdom,-2280.36,688905.18
2011-01-06,United Kingdom,30767.69,719672.87
2011-01-07,United Kingdom,21053.25,740726.12
2011-01-09,United Kingdom,14238.64,754964.76
2011-01-10,United Kingdom,20130.86,775095.62
2011-01-11,United Kingdom,61133.43,836229.05
2011-01-12,United Kingdom,21105.04,857334.09
2011-01-13,United Kingdom,18171.43,875505.52
2011-01-14,United Kingdom,17712.03,893217.55
2011-01-16,United Kingdom,7116.61,900334.16
2011-01-17,United Kingdom,26162.44,926496.6
2011-01-18,United Kingdom,15130.03,941626.63
2011-01-19,United Kingdom,13103.22,954729.85
2011-01-20,United Kingdom,13213.26,967943.11
2011-01-21,United Kingdom,22983.26,990926.37
2011-01-23,United Kingdom,9771.45,1000697.82
2011-01-24,United Kingdom,17459.75,1018157.57
2011-01-25,United Kingdom,22991.98,1041149.55
2011-01-26,United Kingdom,15902.83,1057052.38
2011-01-27,United Kingdom,17533.25,1074585.63
2011-01-28,United Kingdom,13617.61,1088203.24
2011-01-30,United Kingdom,6456.44,1094659.68
2011-01-31,United Kingdom,16391.24,1111050.92
2011-02-01,United Kingdom,25482.42,1136533.34
2011-02-02,United Kingdom,19853.8,1156387.14
2011-02-03,United Kingdom,20117.63,1176504.77
2011-02-04,United Kingdom,22523.64,1199028.41
2011-02-06,United Kingdom,3457.11,1202485.52
2011-02-07,United Kingdom,23434.96,1225920.48
2011-02-08,United Kingdom,19149.88,1245070.36
2011-02-09,United Kingdom,9487.01,1254557.37
2011-02-10,United Kingdom,12754.03,1267311.4
2011-02-11,United Kingdom,17941.37,1285252.77
2011-02-13,United Kingdom,5535.4,1290788.17
2011-02-14,United Kingdom,21002.48,1311790.65
2011-02-15,United Kingdom,16434.85,1328225.5
2011-02-16,United Kingdom,20670.43,1348895.93
2011-02-17,United Kingdom,24155.97,1373051.9
2011-02-18,United Kingdom,14428.55,1387480.45
2011-02-20,United Kingdom,9578.89,1397059.34
2011-02-21,United Kingdom,882.51,1397941.85
2011-02-22,United Kingdom,29105.47,1427047.32
2011-02-23,United Kingdom,24484.5,1451531.82
2011-02-24,United Kingdom,20969.33,1472501.15
2011-02-25,United Kingdom,18908.99,1491410.14
2011-02-27,United Kingdom,8967.9,1500378.04
2011-02-28,United Kingdom,18920.79,1519298.83
2011-03-01,United Kingdom,15349.11,1534647.94
2011-03-02,United Kingdom,17495.7,1552143.64
2011-03-03,United Kingdom,17434.95,1569578.59
2011-03-04,United Kingdom,16631.84,1586210.43
2011-03-06,United Kingdom,9596.23,1595806.66
2011-03-07,United Kingdom,29828.04,1625634.7
2011-03-08,United Kingdom,22599.9,1648234.6
2011-03-09,United Kingdom,19235.78,1667470.38
2011-03-10,United Kingdom,17469.35,1684939.73
2011-03-11,United Kingdom,20309.26,1705248.99
2011-03-13,United Kingdom,3794.33,1709043.32
2011-03-14,United Kingdom,18598.87,1727642.19
2011-03-15,United Kingdom,16402.11,1744044.3
2011-03-16,United Kingdom,19400.19,1763444.49
2011-03-17,United Kingdom,31998.97,1795443.46
2011-03-18,United Kingdom,13635.82,1809079.28
2011-03-20,United Kingdom,20467.39,1829546.67
2011-03-21,United Kingdom,15843.64,1845390.31
2011-03-22,United Kingdom,28106.69,1873497.0
2011-03-23,United Kingdom,19733.56,1893230.56
2011-03-24,United Kingdom,33702.3,1926932.86
2011-03-25,United Kingdom,24220.17,1951153.03
2011-03-27,United Kingdom,8844.47,1959997.5
2011-03-28,United Kingdom,14918.72,1974916.22
2011-03-29,United Kingdom,51760.82,2026677.04
2011-03-30,United Kingdom,27819.59,2054496.63
2011-03-31,United Kingdom,24509.59,2079006.22
2011-04-01,United Kingdom,21850.62,2100856.84
2011-04-03,United Kingdom,6878.1,2107734.94
2011-04-04,United Kingdom,22835.46,2130570.4
2011-04-05,United Kingdom,19335.02,2149905.42
2011-04-06,United Kingdom,16328.82,2166234.24
2011-04-07,United Kingdom,15565.88,2181800.12
2011-04-08,United Kingdom,20134.59,2201934.71
2011-04-10,United Kingdom,8887.39,2210822.1
2011-04-11,United Kingdom,19606.79,2230428.89
2011-04-12,United Kingdom,23240.04,2253668.93
2011-04-13,United Kingdom,22434.71,2276103.64
2011-04-14,United Kingdom,30572.07,2306675.71
2011-04-15,United Kingdom,26030.071,2332705.781
2011-04-17,United Kingdom,11627.34,2344333.121
2011-04-18,United Kingdom,29052.83,2373385.951
2011-04-19,United Kingdom,20240.14,2393626.091
2011-04-20,United Kingdom,27326.49,2420952.581
2011-04-21,United Kingdom,27378.36,2448330.941
2011-04-26,United Kingdom,29675.54,2478006.481
2011-04-27,United Kingdom,23706.76,2501713.241
2011-04-28,United Kingdom,19547.02,2521260.261
2011-05-01,United Kingdom,5870.33,2527130.591
2011-05-03,United Kingdom,16694.71,2543825.301
2011-05-04,United Kingdom,24733.71,2568559.011
2011-05-05,United Kingdom,25024.28,2593583.291
2011-05-06,United Kingdom,30534.89,2624118.181
2011-05-08,United Kingdom,16889.96,2641008.141
2011-05-09,United Kingdom,24123.35,2665131.491
2011-05-10,United Kingdom,42133.94,2707265.431
2011-05-11,United Kingdom,28503.98,2735769.411
2011-05-12,United Kingdom,27154.04,2762923.451
2011-05-13,United Kingdom,25544.75,2788468.201
2011-05-15,United Kingdom,9169.1,2797637.301
2011-05-16,United Kingdom,19907.79,2817545.091
2011-05-17,United Kingdom,38680.99,2856226.081
2011-05-18,United Kingdom,31205.4,2887431.481
2011-05-19,United Kingdom,28964.79,2916396.271
2011-05-20,United Kingdom,23744.47,2940140.741
2011-05-22,United Kingdom,21590.85,2961731.591
2011-05-23,United Kingdom,26268.47,2988000.061
2011-05-24,United Kingdom,36368.02,3024368.081
2011-05-25,United Kingdom,20122.34,3044490.421
2011-05-26,United Kingdom,22033.04,3066523.461
2011-05-27,United Kingdom,26385.94,3092909.401
2011-05-29,United Kingdom,6625.57,3099534.971
2011-05-31,United Kingdom,18185.15,3117720.121
2011-06-01,United Kingdom,14131.1,3131851.221
2011-06-02,United Kingdom,30432.58,3162283.801
2011-06-03,United Kingdom,14889.38,3177173.181
2011-06-05,United Kingdom,19392.04,3196565.221
2011-06-06,United Kingdom,14141.8,3210707.021
2011-06-07,United Kingdom,36420.59,3247127.611
2011-06-08,United Kingdom,36580.61,3283708.221
2011-06-09,United Kingdom,39547.33,3323255.551
2011-06-10,United Kingdom,15234.68,3338490.231
2011-06-12,United Kingdom,11540.48,3350030.711
2011-06-13,United Kingdom,14616.3,3364647.011
2011-06-14,United Kingdom,40236.13,3404883.141
2011-06-15,United Kingdom,15883.37,3420766.511
2011-06-16,United Kingdom,30485.56,3451252.071
2011-06-17,United Kingdom,15803.16,3467055.231
2011-06-19,United Kingdom,15683.99,3482739.221
2011-06-20,United Kingdom,24884.47,3507623.691
2011-06-21,United Kingdom,20504.47,3528128.161
2011-06-22,United Kingdom,16492.46,3544620.621
2011-06-23,United Kingdom,21954.28,3566574.901
2011-06-24,United Kingdom,5844.58,3572419.481
2011-06-26,United Kingdom,5368.69,3577788.171
2011-06-27,United Kingdom,15806.3,3593594.471
2011-06-28,United Kingdom,20541.9,3614136.371
2011-06-29,United Kingdom,18077.89,3632214.261
2011-06-30,United Kingdom,39984.21,3672198.471
2011-07-01,United Kingdom,10527.71,3682726.181
2011-07-03,United Kingdom,5977.14,3688703.321
2011-07-04,United Kingdom,37334.83,3726038.151
2011-07-05,United Kingdom,38852.48,3764890.631
2011-07-06,United Kingdom,21448.3,3786338.931
2011-07-07,United Kingdom,29456.0,3815794.931
2011-07-08,United Kingdom,23404.08,3839199.011
2011-07-10,United Kingdom,5692.07,3844891.081
2011-07-11,United Kingdom,19916.67,3864807.751
2011-07-12,United Kingdom,23624.37,3888432.121
2011-07-13,United Kingdom,5881.52,3894313.641
2011-07-14,United Kingdom,24933.68,3919247.321
2011-07-15,United Kingdom,12244.78,3931492.101
2011-07-17,United Kingdom,16443.37,3947935.471
2011-07-18,United Kingdom,21550.34,3969485.811
2011-07-19,United Kingdom,32075.37,4001561.181
2011-07-20,United Kingdom,25194.25,4026755.431
2011-07-21,United Kingdom,27083.0,4053838.431
2011-07-22,United Kingdom,18357.14,4072195.571
2011-07-24,United Kingdom,24771.71,4096967.281
2011-07-25,United Kingdom,23094.69,4120061.971
2011-07-26,United Kingdom,20213.251,4140275.222
2011-07-27,United Kingdom,19263.28,4159538.502
2011-07-28,United Kingdom,47704.48,4207242.982
2011-07-29,United Kingdom,16771.56,4224014.542
2011-07-31,United Kingdom,13663.77,4237678.312
2011-08-01,United Kingdom,19514.1,4257192.412
2011-08-02,United Kingdom,8393.72,4265586.132
2011-08-03,United Kingdom,25407.48,4290993.612
2011-08-04,United Kingdom,57103.74,4348097.352
2011-08-05,United Kingdom,16882.42,4364979.772
2011-08-07,United Kingdom,7356.72,4372336.492
2011-08-08,United Kingdom,17519.96,4389856.452
2011-08-09,United Kingdom,14156.06,4404012.512
2011-08-10,United Kingdom,25109.14,4429121.652
2011-08-11,United Kingdom,50256.84,4479378.492
2011-08-12,United Kingdom,4616.0,4483994.492
2011-08-14,United Kingdom,5542.99,4489537.482
2011-08-15,United Kingdom,13072.03,4502609.512
2011-08-16,United Kingdom,18666.21,4521275.722
2011-08-17,United Kingdom,45644.18,4566919.902
2011-08-18,United Kingdom,25867.35,4592787.252
2011-08-19,United Kingdom,12793.88,4605581.132
2011-08-21,United Kingdom,11807.96,4617389.092
2011-08-22,United Kingdom,24964.51,4642353.602
2011-08-23,United Kingdom,17694.17,4660047.772
2011-08-24,United Kingdom,34445.22,4694492.992
2011-08-25,United Kingdom,18201.81,4712694.802
2011-08-26,United Kingdom,14723.4,4727418.202
2011-08-28,United Kingdom,9538.29,4736956.492
2011-08-30,United Kingdom,31259.13,4768215.622
2011-08-31,United Kingdom,8593.19,4776808.812
2011-09-01,United Kingdom,29027.47,4805836.282
2011-09-02,United Kingdom,37898.64,4843734.922
2011-09-04,United Kingdom,13106.92,4856841.842
2011-09-05,United Kingdom,25870.38,4882712.222
2011-09-06,United Kingdom,22615.99,4905328.212
2011-09-07,United Kingdom,27820.6,4933148.812
2011-09-08,United Kingdom,19513.4,4952662.212
2011-09-09,United Kingdom,23175.47,4975837.682
2011-09-11,United Kingdom,33699.2,5009536.882
2011-09-12,United Kingdom,29039.31,5038576.192
2011-09-13,United Kingdom,41819.53,5080395.722
2011-09-14,United Kingdom,21051.42,5101447.142
2011-09-15,United Kingdom,58886.13,5160333.272
2011-09-16,United Kingdom,24131.7,5184464.972
2011-09-18,United Kingdom,15692.33,5200157.302
2011-09-19,United Kingdom,18754.43,5218911.732
2011-09-20,United Kingdom,106404.03,5325315.762
2011-09-21,United Kingdom,35089.43,5360405.192
2011-09-22,United Kingdom,45921.16,5406326.352
2011-09-23,United Kingdom,31530.01,5437856.362
2011-09-25,United Kingdom,28587.751,5466444.113
2011-09-26,United Kingdom,26199.501,5492643.614
2011-09-27,United Kingdom,34122.21,5526765.824
2011-09-28,United Kingdom,36542.73,5563308.554
2011-09-29,United Kingdom,40072.92,5603381.474
2011-09-30,United Kingdom,35445.49,5638826.964
2011-10-02,United Kingdom,11623.58,5650450.544
2011-10-03,United Kingdom,63883.08,5714333.624
2011-10-04,United Kingdom,47126.83,5761460.454
2011-10-05,United Kingdom,48142.13,5809602.584
2011-10-06,United Kingdom,47621.27,5857223.854
2011-10-07,United Kingdom,40727.67,5897951.524
2011-10-09,United Kingdom,11922.24,5909873.764
2011-10-10,United Kingdom,38509.86,5948383.624
2011-10-11,United Kingdom,28532.22,5976915.844
2011-10-12,United Kingdom,24385.49,6001301.334
2011-10-13,United Kingdom,27039.99,6028341.324
2011-10-14,United Kingdom,25942.87,6054284.194
2011-10-16,United Kingdom,21605.44,6075889.634
2011-10-17,United Kingdom,35468.96,6111358.594
2011-10-18,United Kingdom,37683.61,6149042.204
2011-10-19,United Kingdom,27795.51,6176837.714
2011-10-20,United Kingdom,28927.37,6205765.084
2011-10-21,United Kingdom,55166.41,6260931.494
2011-10-23,United Kingdom,12318.11,6273249.604
2011-10-24,United Kingdom,36737.65,6309987.254
2011-10-25,United Kingdom,37332.37,6347319.624
2011-10-26,United Kingdom,33292.81,6380612.434
2011-10-27,United Kingdom,33552.98,6414165.414
2011-10-28,United Kingdom,27225.77,6441391.184
2011-10-30,United Kingdom,30556.17,6471947.354
2011-10-31,United Kingdom,44317.8,6516265.154
2011-11-01,United Kingdom,24744.69,6541009.844
2011-11-02,United Kingdom,38497.12,6579506.964
2011-11-03,United Kingdom,59169.23,6638676.194
2011-11-04,United Kingdom,55433.39,6694109.584
2011-11-06,United Kingdom,33126.79,6727236.374
2011-11-07,United Kingdom,67032.56,6794268.934
2011-11-08,United Kingdom,54482.33,6848751.264
2011-11-09,United Kingdom,60272.72,6909023.984
2011-11-10,United Kingdom,54935.28,6963959.264
2011-11-11,United Kingdom,46157.4,7010116.664
2011-11-13,United Kingdom,28355.85,7038472.514
2011-11-14,United Kingdom,106778.73,7145251.244
2011-11-15,United Kingdom,51108.23,7196359.474
2011-11-16,United Kingdom,53767.31,7250126.784
2011-11-17,United Kingdom,41183.43,7291310.214
2011-11-18,United Kingdom,40370.21,7331680.424
2011-11-20,United Kingdom,31426.46,7363106.884
2011-11-21,United Kingdom,44022.22,7407129.104
2011-11-22,United Kingdom,56263.84,7463392.944
2011-11-23,United Kingdom,63137.7,7526530.644
2011-11-24,United Kingdom,39692.05,7566222.694
2011-11-25,United Kingdom,46800.62,7613023.314
2011-11-27,United Kingdom,19741.59,7632764.904
2011-11-28,United Kingdom,51529.37,7684294.274
2011-11-29,United Kingdom,64927.28,7749221.554
2011-11-30,United Kingdom,49849.38,7799070.934
2011-12-01,United Kingdom,47903.43,7846974.364
2011-12-02,United Kingdom,53417.45,7900391.814
2011-12-04,United Kingdom,21580.48,7921972.294
2011-12-05,United Kingdom,54715.25,7976687.544
2011-12-06,United Kingdom,50307.31,8026994.854
2011-12-07,United Kingdom,55028.58,8082023.434
2011-12-08,United Kingdom,78437.9,8160461.334
2011-12-09,United Kingdom,27345.03,8187806.364
2011-04-11,Unspecified,299.1,299.1
2011-05-10,Unspecified,852.68,1151.78
2011-05-19,Unspecified,203.19,1354.97
2011-06-20,Unspecified,185.78,1540.75
2011-07-08,Unspecified,626.93,2167.68
2011-07-14,Unspecified,252.05,2419.73
2011-07-28,Unspecified,546.43,2966.16
2011-08-22,Unspecified,531.03,3497.19
2011-09-02,Unspecified,286.85,3784.04
2011-11-16,Unspecified,333.2,4117.24
2011-11-24,Unspecified,632.55,4749.79
